item_id,store_id,dept_id,demand_band,on_hand,on_order,backorders,lead_time_days,service_level,holding_cost_per_unit_per_day,stockout_cost_per_unit,fixed_order_cost,calibration_level,calibration_count,residual_rmse,intermittency_class,inventory_source,synthetic_profile_plan,inventory_position,forecast_1d,forecast_7d,forecast_30d,mean_daily_forecast,lead_time_demand,planning_horizon_days,planning_horizon_demand,sigma_daily,residual_mean_used,safety_stock,reorder_point,target_stock_level,days_of_supply,days_of_supply_label,stockout_risk,stockout_risk_pct,stock_status,recommended_order_qty_raw,recommended_order_qty,priority_score,priority_label,cost_optimized_order_qty,estimated_cost_without_order,estimated_cost_with_recommendation,estimated_cost_with_service_order,estimated_cost_savings,expected_shortage_without_order,expected_excess_without_order,expected_shortage_with_recommendation,expected_excess_with_recommendation,candidate_count,candidate_min,candidate_max
FOODS_2_146,CA_1,FOODS_2,medium,32.0,1.0,0.0,3,0.95,0.02,5.0,25.0,item_store,90,1.5022092583350926,regular,synthetic_demo,overstock,33.0,1.4642857142857142,10.048579920097927,40.78606968407907,1.3595356561359688,4.373041180758017,10,13.943413614762589,1.5009390069031376,-0.16984128888888886,4.2761302818873395,8.649171462645356,18.219543896649927,24.272993393782407,24.3 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,1.9198704303663854,1.9198704303663854,1.9198704303663854,0.0,0.0,19.198704303663852,0.0,19.198704303663852,1,0,0
FOODS_2_150,CA_1,FOODS_2,high,0.0,0.0,1.0,5,0.975,0.02,5.0,25.0,item_store,90,2.006840614872891,regular,synthetic_demo,stockout,-1.0,2.607142857142857,18.050883179021472,75.96860298278467,2.5322867660928225,12.963011191858303,12,31.0102000995274,1.8120750858928423,0.8833333233333333,7.941623290011606,20.90463448186991,38.951823389539,0.0,0.0 days,0.9997155467168801,99.97155467168801,STOCKOUT,39.951823389539,40,99.98577733584399,URGENT,56,214.8810830078299,26.780777915956218,46.339070080349735,188.10030509187368,42.976216601565966,0.0,0.042563263309400697,13.066346661743427,66,0,65
FOODS_2_170,CA_1,FOODS_2,medium,9.0,1.0,0.0,10,0.99,0.02,5.0,25.0,item_store,90,1.8021466229254328,regular,synthetic_demo,critical,10.0,1.5714285714285714,11.231902598254868,49.775404675410016,1.6591801558470005,15.851488359549833,17,27.695166049938376,1.6874640680251374,0.6571428666666667,12.413927140609033,28.265415500158866,40.10909319054741,6.027073048553348,6.0 days,0.86358278453958,86.35827845395801,CRITICAL,30.109093190547412,31,77.57906144530733,URGENT,41,149.38646210377843,27.135900050889486,34.584905708144724,122.25056205288894,29.877292420755694,0.0,0.04739647242126717,11.170104051665577,51,0,50
FOODS_2_178,CA_1,FOODS_2,low,12.0,4.0,0.0,10,0.95,0.02,5.0,25.0,item_store,90,0.7852632126639231,intermittent,synthetic_demo,healthy,16.0,0.75,5.775775292938867,25.145516230903922,0.8381838743634641,8.38084837916755,17,13.907655138262351,0.7219024960457193,-0.31825395444444443,3.7549641952152175,12.135812574382767,17.66261933347757,19.088890265457284,19.1 days,0.00042259915272224724,0.042259915272224724,HEALTHY,1.6626193334775685,2,1.9037718264174375,LOW,0,0.988886710221044,0.988886710221044,26.28351112304857,0.0,0.008776709317693492,5.558842139015157,0.008776709317693492,5.558842139015157,4,0,3
FOODS_2_180,CA_1,FOODS_2,low,4.0,0.0,0.0,5,0.975,0.02,5.0,25.0,item_store,90,1.6174975058674839,intermittent,synthetic_demo,reorder,4.0,0.42857142857142855,2.8725509497459645,13.19970883383911,0.4399902944613037,2.000095058978402,12,5.341380878103885,1.6231955946301462,0.10396825444444452,7.113837632289652,9.113932691268054,12.455218510393536,9.09110962299145,9.1 days,0.29081601234363774,29.081601234363774,REORDER NOW,8.455218510393536,9,44.95113587497575,MEDIUM,15,34.618806700173835,26.092665841309756,28.832115578409454,8.526140858864078,6.923390974148196,0.015431911940469518,0.023754087651305607,8.115795025443578,19,0,18
FOODS_2_184,CA_1,FOODS_2,high,15.0,2.0,0.0,7,0.99,0.02,5.0,25.0,item_store,90,1.572393260565888,regular,synthetic_demo,low,17.0,1.0714285714285714,7.74715697552493,32.97007017176435,1.0990023390588115,7.74715697552493,14,15.247916969487873,1.473403457473718,-0.5706348444444445,9.068706837996197,16.815863813521126,24.31662380748407,15.468574902723907,15.5 days,0.008808207890512287,0.8808207890512287,HEALTHY,7.316623807484071,8,6.458206175231148,LOW,0,1.8366866509297237,1.8366866509297237,26.80341107653171,0.0,0.22770812702900703,4.986757255604919,0.22770812702900703,4.986757255604919,10,0,9
FOODS_2_209,CA_1,FOODS_2,low,6.0,1.0,2.0,7,0.9,0.02,5.0,25.0,item_store,90,1.0434848121839166,intermittent,synthetic_demo,reorder,5.0,0.5357142857142857,3.7915259414219595,15.439585917207502,0.5146528639069168,3.7915259414219595,14,7.8525683356035545,1.04903900012246,0.024603178888888903,3.556941641156471,7.348467582578431,11.409509976760026,9.715286459387759,9.7 days,0.3316330527451159,33.163305274511586,REORDER NOW,6.409509976760026,7,37.40461523689597,MEDIUM,12,29.98262217242482,25.95528536379289,29.377584453481663,4.027336808631929,5.996341652493871,0.006527928253318982,0.02215161190400154,6.0323378876634495,16,0,15
FOODS_2_218,CA_1,FOODS_2,low,3.0,1.0,0.0,10,0.95,0.02,5.0,25.0,item_store,90,1.1579117579884843,intermittent,synthetic_demo,critical,4.0,0.8928571428571429,6.504480162549311,28.713237876089288,0.9571079292029763,9.52217413832066,17,16.282622189200705,1.1613214376673553,0.08412699888888886,6.040594736079992,15.562768874400652,22.323216925280697,4.179256986545882,4.2 days,0.9336691044275002,93.36691044275001,CRITICAL,18.323216925280697,19,85.38903218717314,URGENT,24,80.52372140289,26.603654536735192,28.853446150344357,53.92006686615481,16.104744280577997,0.0,0.05057273973567713,7.945828459157677,31,0,30
FOODS_2_251,CA_1,FOODS_2,medium,23.0,2.0,0.0,7,0.95,0.02,5.0,25.0,item_store,90,1.2063700873641867,intermittent,synthetic_demo,overstock,25.0,0.6071428571428571,4.662022175916499,21.774967923562585,0.7258322641187528,4.662022175916499,14,9.808830120879145,1.2092147460194482,-0.09682538777777777,5.2623497783209245,9.924371954237422,15.07117989920007,34.44321950933525,34.4 days,1.0283551787892975e-10,1.0283551787892975e-08,OVERSTOCK,0.0,0,0.0,NONE,0,1.8529371278313063,1.8529371278313063,1.8529371278313063,0.0,0.0,13.235265198795046,0.0,13.235265198795046,1,0,0
FOODS_2_301,CA_1,FOODS_2,low,16.0,4.0,0.0,7,0.9,0.02,5.0,25.0,item_store,90,1.5080471977267251,regular,synthetic_demo,healthy,20.0,0.9642857142857143,6.919958931077156,28.342729176129534,0.9447576392043178,6.919958931077156,14,12.916704609043201,1.5156882130049087,-0.04920636777777776,5.139193604067964,12.05915253514512,18.055898213111163,21.169450417827957,21.2 days,0.0005536404402296524,0.05536404402296524,HEALTHY,0.0,0,0.0,NONE,0,2.522666331150403,2.522666331150403,2.522666331150403,0.0,0.3750894111232623,4.622994825243513,0.3750894111232623,4.622994825243513,9,0,8
FOODS_2_302,CA_1,FOODS_2,medium,43.0,13.0,0.0,7,0.975,0.02,5.0,25.0,item_store,90,1.3434775645971786,intermittent,synthetic_demo,overstock,56.0,1.2857142857142858,9.279174216972239,39.26358966176787,1.3087863220589289,9.279174216972239,14,18.633879248439396,1.3455466534900928,0.12063494444444448,6.977436157854431,16.25661037482667,25.611315406293826,42.78773322745542,42.8 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,4.799757135845493,4.799757135845493,4.799757135845493,0.0,0.0,34.28397954175351,0.0,34.28397954175351,1,0,0
FOODS_2_304,CA_1,FOODS_2,medium,35.0,3.0,0.0,7,0.95,0.02,5.0,25.0,item_store,90,1.6157792625139376,regular,synthetic_demo,healthy,38.0,2.2857142857142856,16.63164581806094,74.41959538895404,2.480653179631801,16.63164581806094,14,33.915355118991705,1.6146996624799113,-0.180158611111111,7.026968897689386,23.658614715750325,40.94232401668109,15.318546063597761,15.3 days,2.839200085036353e-07,2.839200085036353e-05,HEALTHY,2.9423240166810913,3,1.4373161017165264,LOW,0,3.6874295614574013,3.6874295614574013,27.405043133091986,0.0,0.562350286388284,6.25484378225701,0.562350286388284,6.25484378225701,13,0,12
FOODS_2_322,CA_1,FOODS_2,high,5.0,0.0,2.0,7,0.95,0.02,5.0,25.0,item_store,90,0.7135909311712745,intermittent,synthetic_demo,critical,3.0,0.6428571428571429,4.792455717562762,20.766648507745483,0.6922216169248494,4.792455717562762,14,9.87958658728255,0.7175349666991037,-0.008730154444444452,3.1226215073677333,7.915077224930495,13.002208094650282,4.333872168464357,4.3 days,0.8274620232676007,82.74620232676007,CRITICAL,10.002208094650282,11,75.38779638687181,URGENT,12,36.661889228222144,25.709946759464557,25.73382640692122,10.951942468757586,7.332377845644429,0.0,0.010988260283030134,4.678610414638602,15,0,14
FOODS_2_336,CA_1,FOODS_2,low,19.0,1.0,0.0,10,0.95,0.02,5.0,25.0,item_store,90,0.5787967386885947,intermittent,synthetic_demo,overstock,20.0,0.42857142857142855,3.2698307796385366,13.738282744117601,0.4579427581372534,4.631965328198081,17,7.687329268716241,0.5566611068804094,-0.16904761000000001,2.895463773368682,7.527429101566764,10.582793042084923,43.67358069238351,43.7 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,2.2608709307651567,2.2608709307651567,2.2608709307651567,0.0,0.0,13.2992407692068,0.0,13.2992407692068,1,0,0
FOODS_2_339,CA_1,FOODS_2,medium,0.0,0.0,3.0,7,0.95,0.02,5.0,25.0,item_store,90,0.9512195285270628,intermittent,synthetic_demo,stockout,-3.0,0.7857142857142857,6.125642143623032,29.14125483100596,0.9713751610335319,6.125642143623032,14,13.046481320873902,0.9477704056254389,-0.12857143333333332,4.124577045028812,10.250219188651844,17.171058365902713,0.0,0.0 days,0.999863280617505,99.9863280617505,STOCKOUT,20.171058365902713,21,99.99316403087523,URGENT,21,78.30033803016468,25.919951984541004,25.919951984541004,52.38038604562368,15.660067606032936,0.0,0.033533355911598214,5.373465749878662,27,0,26
FOODS_2_357,CA_1,FOODS_2,high,0.0,0.0,1.0,5,0.99,0.02,5.0,25.0,item_store,90,1.840608622075826,regular,synthetic_demo,stockout,-1.0,2.8214285714285716,19.931503248966447,78.3382964542708,2.6112765484756935,14.03840493126004,12,32.765991345073786,1.8451489425584922,-0.14523803333333343,9.598228593678918,23.636633524938958,42.364219938752704,0.0,0.0 days,0.9998662509084486,99.98662509084485,STOCKOUT,43.364219938752704,44,99.99331254542243,URGENT,46,164.70184822626592,26.720999918722246,26.8004822569717,137.98084830754368,32.940369645253185,0.0,0.030047710186060356,13.089678064932873,54,0,53
FOODS_2_360,CA_1,FOODS_2,high,60.0,13.0,0.0,5,0.9,0.02,5.0,25.0,item_store,90,6.869332334282633,regular,synthetic_demo,reorder,73.0,11.75,83.8657989303516,348.55784671270226,11.618594890423408,59.200697219257606,12,144.22642635325883,6.3515101982092945,2.700793555555556,18.20111892838997,77.40181614764758,162.4275452816488,6.283031699484594,6.3 days,0.1656205403367269,16.56205403367269,REORDER NOW,89.4275452816488,90,20.998494085483777,LOW,150,525.5136481973665,31.012850475210215,117.66503197400571,494.5007977221563,105.10272963947328,0.0,0.12210508436465081,45.01937544489137,174,0,173
